income_code,age_range,gender,ethnicity,education,population
H,35_44,female,islander,< Than HS Diploma,22
D,75_84,female,asian,HS Diploma,13563
E,55_64,male,asian,Graduate Degree,20929
L,75_84,female,asian,< Than HS Diploma,486
J,65_74,male,hispanic,Some College,1043
D,65_74,male,islander,Bachelor Degree,64
L,55_64,female,black,Graduate Degree,7341
H,18_24,male,asian,Bachelor Degree,8164
I,18_24,male,black,HS Diploma,2990
E,45_54,female,islander,Some College,900
H,65_74,female,asian,Some College,3197
J,65_74,female,black,Graduate Degree,1404
C,85_120,male,white,HS Diploma,298593
E,25_34,male,white,Some College,1641409
F,25_34,male,white,Bachelor Degree,608480
H,85_120,female,asian,HS Diploma,904
E,45_54,male,white,Bachelor Degree,307232
B,55_64,female,hispanic,HS Diploma,79614
G,25_34,female,black,Some College,83382
I,55_64,male,asian,Bachelor Degree,6750
L,75_84,female,islander,Some College,44
E,18_24,male,black,Graduate Degree,18198
I,55_64,male,black,< Than HS Diploma,1945
J,18_24,male,black,< Than HS Diploma,1377
D,25_34,female,islander,< Than HS Diploma,189
D,85_120,female,islander,Graduate Degree,18
G,75_84,female,white,Bachelor Degree,98749
G,35_44,male,white,< Than HS Diploma,65054
H,18_24,male,white,< Than HS Diploma,14025
K,55_64,male,hispanic,Graduate Degree,8494
L,65_74,male,asian,HS Diploma,1815
I,85_120,female,black,HS Diploma,1954
I,65_74,male,asian,< Than HS Diploma,629
F,85_120,male,islander,Graduate Degree,15
H,65_74,male,black,HS Diploma,5887
K,25_34,male,black,HS Diploma,4158
H,25_34,female,islander,Graduate Degree,198
C,75_84,male,islander,Some College,42
C,75_84,male,white,Graduate Degree,114508
A,55_64,female,white,Bachelor Degree,113518
J,35_44,male,asian,Some College,10078
G,35_44,female,hispanic,< Than HS Diploma,37345
G,45_54,female,hispanic,Bachelor Degree,12461
J,65_74,female,white,Graduate Degree,21177
I,75_84,female,asian,< Than HS Diploma,576
D,45_54,male,islander,HS Diploma,169
C,45_54,female,hispanic,Some College,26552
F,45_54,male,white,Some College,739202
I,25_34,female,asian,Some College,20423
G,35_44,male,hispanic,< Than HS Diploma,83120
I,25_34,female,black,HS Diploma,21285
E,85_120,male,asian,< Than HS Diploma,1734
H,65_74,male,islander,Bachelor Degree,40
A,75_84,male,islander,Some College,46
L,35_44,male,hispanic,Graduate Degree,6083
A,85_120,female,hispanic,HS Diploma,6774
F,35_44,female,white,Bachelor Degree,661852
J,65_74,female,asian,Some College,1122
B,25_34,male,asian,< Than HS Diploma,5456
I,75_84,male,islander,HS Diploma,31
A,55_64,female,islander,Some College,271
A,25_34,male,islander,< Than HS Diploma,255
K,55_64,female,islander,< Than HS Diploma,2
F,45_54,female,black,HS Diploma,88999
H,55_64,female,black,Some College,24112
G,35_44,female,islander,Graduate Degree,97
B,45_54,male,hispanic,HS Diploma,28160
H,25_34,female,asian,Bachelor Degree,58967
G,25_34,male,hispanic,Some College,102553
A,65_74,male,asian,Graduate Degree,3221
E,55_64,female,asian,< Than HS Diploma,2882
K,75_84,female,black,HS Diploma,1131
D,18_24,female,islander,Some College,552
H,85_120,female,hispanic,Bachelor Degree,341
J,55_64,female,islander,Graduate Degree,57
B,25_34,female,white,Bachelor Degree,155445
H,25_34,male,hispanic,HS Diploma,56811
B,25_34,male,hispanic,Graduate Degree,12540
L,25_34,male,black,Bachelor Degree,18335
K,25_34,female,hispanic,Graduate Degree,12122
B,18_24,female,white,Bachelor Degree,38817
B,18_24,male,asian,Bachelor Degree,2330
C,35_44,male,islander,HS Diploma,92
F,45_54,female,asian,Some College,27324
F,25_34,male,asian,HS Diploma,36181
L,35_44,female,white,Some College,122914
E,65_74,male,hispanic,Graduate Degree,17505
F,45_54,male,hispanic,HS Diploma,102357
A,35_44,female,white,Graduate Degree,70352
F,25_34,female,hispanic,Some College,124117
A,45_54,female,asian,HS Diploma,15693
G,65_74,male,hispanic,Graduate Degree,11150
L,45_54,female,black,Some College,12562
I,35_44,female,asian,Bachelor Degree,29319
J,75_84,male,white,< Than HS Diploma,10707
C,45_54,female,asian,< Than HS Diploma,2033
K,35_44,female,islander,< Than HS Diploma,2
E,75_84,male,white,Some College,371243
E,45_54,male,hispanic,Graduate Degree,21538
K,65_74,female,black,Some College,1725
J,85_120,female,hispanic,Bachelor Degree,297
K,75_84,male,hispanic,Bachelor Degree,482
A,55_64,male,islander,Graduate Degree,31
C,18_24,male,islander,Bachelor Degree,11
E,85_120,female,white,Some College,120718
F,25_34,female,black,HS Diploma,118925
B,65_74,female,asian,Bachelor Degree,4730
A,18_24,female,asian,HS Diploma,8151
A,25_34,male,hispanic,Bachelor Degree,6415
B,45_54,female,black,HS Diploma,175941
L,35_44,male,white,Graduate Degree,77200
A,18_24,female,asian,< Than HS Diploma,1945
A,85_120,female,asian,Graduate Degree,1588
H,65_74,female,white,Graduate Degree,38201
H,65_74,female,white,Some College,74536
G,85_120,male,islander,Bachelor Degree,15
E,85_120,female,black,< Than HS Diploma,15389
G,65_74,female,hispanic,Graduate Degree,8019
D,55_64,female,asian,HS Diploma,18234
H,75_84,female,black,Bachelor Degree,2869
F,85_120,male,asian,Graduate Degree,2840
J,35_44,female,black,Graduate Degree,6974
H,18_24,female,hispanic,Bachelor Degree,1934
K,25_34,male,asian,HS Diploma,4118
D,75_84,female,islander,Bachelor Degree,66
A,85_120,male,islander,Bachelor Degree,7
J,55_64,male,islander,< Than HS Diploma,15
H,75_84,male,white,Bachelor Degree,36599
D,55_64,female,hispanic,Bachelor Degree,14562
E,85_120,female,black,Bachelor Degree,6519
G,65_74,male,hispanic,< Than HS Diploma,27364
D,18_24,female,asian,Graduate Degree,2884
C,18_24,male,islander,< Than HS Diploma,22
A,35_44,female,black,Some College,160923
G,45_54,male,white,Bachelor Degree,186058
G,45_54,female,white,Bachelor Degree,203907
C,65_74,female,hispanic,< Than HS Diploma,104405
I,25_34,male,asian,Bachelor Degree,39580
L,55_64,female,hispanic,Some College,10919
K,65_74,female,hispanic,Some College,1916
B,55_64,female,white,Graduate Degree,62152
A,45_54,female,asian,Some College,9992
F,55_64,male,hispanic,Bachelor Degree,16399
C,75_84,male,white,HS Diploma,491515
L,35_44,male,hispanic,Some College,18368
F,45_54,male,black,Graduate Degree,33915
I,65_74,male,islander,HS Diploma,42
F,65_74,male,islander,Some College,130
K,25_34,female,islander,Some College,231
J,25_34,male,white,HS Diploma,63208
G,65_74,female,asian,Bachelor Degree,21441
K,25_34,male,black,Bachelor Degree,12652
J,55_64,female,hispanic,Graduate Degree,9163
I,25_34,female,islander,< Than HS Diploma,57
A,85_120,female,black,Some College,15539
J,65_74,male,white,Graduate Degree,34650
I,25_34,female,black,Graduate Degree,16009
H,75_84,female,islander,HS Diploma,40
K,18_24,male,black,Some College,9882
E,18_24,female,hispanic,Bachelor Degree,6549
J,65_74,female,black,Some College,1522
E,55_64,male,black,HS Diploma,234406
F,65_74,female,hispanic,HS Diploma,34932
A,45_54,male,hispanic,Bachelor Degree,3579
K,25_34,female,asian,HS Diploma,3887
G,85_120,female,hispanic,Graduate Degree,924
I,65_74,female,asian,< Than HS Diploma,449
L,75_84,male,islander,HS Diploma,18
L,55_64,female,white,Some College,118023
H,18_24,female,black,Bachelor Degree,6433
F,18_24,female,islander,Graduate Degree,40
I,75_84,male,islander,< Than HS Diploma,11
H,18_24,female,white,Graduate Degree,23993
J,25_34,female,hispanic,HS Diploma,41001
I,65_74,male,white,< Than HS Diploma,13424
J,55_64,female,asian,Graduate Degree,12881
F,45_54,female,islander,Bachelor Degree,260
D,65_74,male,black,Bachelor Degree,20385
I,85_120,male,white,HS Diploma,16353
B,45_54,female,black,Graduate Degree,15928
H,75_84,male,asian,HS Diploma,2119
F,75_84,male,asian,< Than HS Diploma,2816
J,75_84,female,black,Bachelor Degree,1916
L,18_24,female,hispanic,Graduate Degree,2068
B,55_64,male,white,Some College,126001
J,75_84,male,white,Graduate Degree,30791
B,25_34,female,asian,< Than HS Diploma,6730
L,18_24,female,asian,HS Diploma,2246
H,25_34,female,islander,HS Diploma,418
J,25_34,female,black,Bachelor Degree,16304
L,35_44,female,asian,Bachelor Degree,35037
G,65_74,male,asian,Bachelor Degree,20262
L,45_54,female,asian,Some College,12368
A,25_34,female,asian,Graduate Degree,18933
C,35_44,female,asian,Graduate Degree,5713
G,35_44,male,black,< Than HS Diploma,7267
F,35_44,female,white,Some College,663353
J,75_84,female,white,Some College,33880
L,55_64,male,asian,Some College,7676
I,25_34,female,hispanic,Graduate Degree,24812
K,18_24,female,black,Some College,8787
B,85_120,female,hispanic,Graduate Degree,1861
D,25_34,male,islander,HS Diploma,618
E,65_74,female,islander,HS Diploma,471
K,55_64,male,asian,< Than HS Diploma,339
L,45_54,female,white,HS Diploma,59453
C,25_34,male,hispanic,HS Diploma,78228
B,65_74,male,hispanic,< Than HS Diploma,48545
I,75_84,male,white,< Than HS Diploma,15457
D,75_84,male,black,Some College,30336
G,45_54,female,asian,Graduate Degree,11048
L,85_120,female,asian,Some College,867
L,75_84,male,islander,< Than HS Diploma,4
B,85_120,male,white,HS Diploma,254822
J,45_54,male,hispanic,Some College,14155
B,45_54,male,asian,Some College,5683
J,25_34,male,asian,Some College,12918
C,85_120,male,black,Bachelor Degree,3914
G,65_74,female,islander,Graduate Degree,48
D,75_84,male,hispanic,Graduate Degree,5951
E,35_44,male,hispanic,Bachelor Degree,41833
K,65_74,female,asian,Graduate Degree,2163
G,55_64,male,asian,Bachelor Degree,28257
F,35_44,female,islander,Bachelor Degree,704
J,35_44,male,black,Some College,9658
G,25_34,male,asian,HS Diploma,26096
B,45_54,female,asian,Some College,8589
A,55_64,female,asian,Bachelor Degree,7251
I,45_54,female,asian,< Than HS Diploma,620
E,18_24,female,islander,< Than HS Diploma,51
K,75_84,male,islander,< Than HS Diploma,2
C,55_64,male,white,Bachelor Degree,49881
G,65_74,male,black,Graduate Degree,12280
K,45_54,male,asian,Some College,10787
F,35_44,male,asian,Some College,50006
K,75_84,female,black,Graduate Degree,746
C,35_44,male,islander,< Than HS Diploma,40
F,25_34,female,white,Some College,966750
F,55_64,female,black,HS Diploma,108192
G,75_84,male,white,Graduate Degree,112537
H,45_54,female,islander,Graduate Degree,106
A,75_84,female,islander,< Than HS Diploma,178
L,18_24,female,white,Bachelor Degree,61246
D,85_120,male,asian,Graduate Degree,4913
F,25_34,female,asian,Graduate Degree,32756
H,18_24,male,hispanic,< Than HS Diploma,12907
C,75_84,male,hispanic,Graduate Degree,2941
J,25_34,male,hispanic,Bachelor Degree,5746
L,85_120,male,hispanic,Some College,785
A,75_84,male,white,< Than HS Diploma,178809
H,45_54,female,asian,Bachelor Degree,49434
H,35_44,female,hispanic,< Than HS Diploma,31486
H,85_120,female,black,Graduate Degree,783
J,25_34,male,asian,HS Diploma,6268
H,75_84,male,islander,< Than HS Diploma,15
D,18_24,female,white,< Than HS Diploma,41710
I,75_84,male,hispanic,< Than HS Diploma,5700
A,18_24,female,islander,Bachelor Degree,51
C,25_34,female,white,Graduate Degree,148828
L,55_64,female,white,Graduate Degree,158737
I,25_34,male,white,Graduate Degree,181892
H,55_64,female,asian,HS Diploma,7511
D,25_34,male,asian,Some College,43151
I,65_74,male,asian,HS Diploma,2165
L,18_24,female,asian,Graduate Degree,2979
H,75_84,female,white,< Than HS Diploma,18396
E,55_64,male,black,Graduate Degree,47234
C,85_120,female,hispanic,Graduate Degree,1890
H,45_54,male,black,< Than HS Diploma,8048
A,35_44,male,hispanic,Bachelor Degree,7447
K,18_24,female,asian,HS Diploma,1738
C,35_44,female,black,< Than HS Diploma,26569
I,55_64,male,black,Bachelor Degree,4173
B,45_54,male,asian,HS Diploma,7790
K,55_64,male,islander,HS Diploma,70
E,45_54,female,white,Bachelor Degree,326636
J,45_54,female,white,Bachelor Degree,193569
A,75_84,female,black,< Than HS Diploma,132440
J,45_54,female,hispanic,Some College,14720
J,18_24,male,white,Graduate Degree,20401
J,25_34,male,hispanic,HS Diploma,20667
B,35_44,female,hispanic,Bachelor Degree,15079
G,55_64,male,white,Bachelor Degree,264900
K,45_54,female,white,HS Diploma,43773
F,75_84,male,hispanic,HS Diploma,7355
I,65_74,male,hispanic,HS Diploma,5047
D,75_84,female,asian,Some College,8323
K,75_84,female,hispanic,< Than HS Diploma,2446
I,18_24,male,black,Bachelor Degree,2022
F,85_120,male,islander,Bachelor Degree,15
F,65_74,male,white,HS Diploma,470554
L,25_34,female,white,Bachelor Degree,332321
F,45_54,female,asian,Bachelor Degree,42482
L,18_24,female,black,Bachelor Degree,4079
G,85_120,female,asian,Graduate Degree,801
J,18_24,male,asian,Bachelor Degree,5700
J,18_24,female,asian,Graduate Degree,1771
B,35_44,male,islander,Graduate Degree,20
F,25_34,female,white,< Than HS Diploma,156600
I,35_44,male,islander,Bachelor Degree,130
U,75_84,female,white,HS Diploma,7
G,55_64,male,islander,Bachelor Degree,130
C,25_34,female,asian,< Than HS Diploma,5658
E,65_74,male,islander,Some College,189
H,65_74,female,islander,Some College,44
C,18_24,male,asian,Graduate Degree,2552
I,85_120,male,white,Some College,16619
L,25_34,female,black,Bachelor Degree,21127
H,25_34,female,hispanic,Bachelor Degree,15206
L,75_84,female,white,Graduate Degree,39824
F,35_44,female,islander,< Than HS Diploma,22
A,75_84,male,islander,Bachelor Degree,13
L,45_54,male,hispanic,< Than HS Diploma,9999
L,65_74,male,hispanic,Graduate Degree,4932
G,18_24,male,asian,Bachelor Degree,10553
B,65_74,male,asian,Graduate Degree,2620
G,65_74,female,islander,HS Diploma,172
G,55_64,male,islander,HS Diploma,284
H,18_24,male,hispanic,Some College,42489
D,85_120,female,black,HS Diploma,32417
F,18_24,male,white,Graduate Degree,68941
I,65_74,male,hispanic,Bachelor Degree,1954
J,18_24,female,black,HS Diploma,5958
B,75_84,male,hispanic,Bachelor Degree,1954
D,55_64,male,white,Bachelor Degree,120085
C,65_74,female,asian,Some College,4301
F,45_54,male,asian,Bachelor Degree,49652
I,75_84,female,asian,HS Diploma,1929
D,85_120,female,islander,Some College,55
E,35_44,female,hispanic,Bachelor Degree,52756
B,65_74,female,hispanic,HS Diploma,31724
I,35_44,male,hispanic,Some College,21943
K,45_54,female,black,Bachelor Degree,12322
F,75_84,male,asian,Some College,6294
K,35_44,female,black,HS Diploma,2741
I,85_120,male,islander,HS Diploma,13
C,65_74,male,hispanic,HS Diploma,22528
I,85_120,male,white,Bachelor Degree,18082
A,55_64,male,hispanic,HS Diploma,39446
C,45_54,male,black,< Than HS Diploma,33638
I,35_44,female,islander,< Than HS Diploma,2
D,45_54,female,hispanic,Some College,44183
F,65_74,female,black,Some College,24512
J,65_74,female,hispanic,< Than HS Diploma,4440
J,18_24,male,black,HS Diploma,2644
I,85_120,male,asian,Bachelor Degree,1434
L,85_120,male,asian,< Than HS Diploma,229
B,25_34,female,hispanic,HS Diploma,173316
D,25_34,female,white,< Than HS Diploma,166498
E,75_84,male,hispanic,< Than HS Diploma,47258
B,35_44,female,white,HS Diploma,275900
E,45_54,female,hispanic,Bachelor Degree,28182
C,75_84,female,hispanic,Bachelor Degree,4774
J,75_84,female,asian,HS Diploma,1419
G,85_120,female,black,Graduate Degree,1419
F,55_64,male,asian,Bachelor Degree,38870
E,35_44,female,white,< Than HS Diploma,106416
J,55_64,female,asian,Bachelor Degree,17899
B,45_54,male,islander,Some College,106
B,45_54,female,islander,Some College,244
L,55_64,female,islander,< Than HS Diploma,4
J,75_84,female,hispanic,Graduate Degree,1069
J,65_74,female,asian,Bachelor Degree,5278
C,25_34,female,islander,< Than HS Diploma,229
I,25_34,female,islander,Bachelor Degree,209
K,55_64,male,white,HS Diploma,46893
F,45_54,female,white,< Than HS Diploma,57517
D,55_64,male,white,< Than HS Diploma,90596
C,55_64,male,black,< Than HS Diploma,34670
C,25_34,male,asian,Graduate Degree,15094
E,65_74,male,islander,HS Diploma,378
D,35_44,male,islander,Graduate Degree,42
D,35_44,male,white,Graduate Degree,73979
A,35_44,female,black,Graduate Degree,40148
C,65_74,female,asian,Bachelor Degree,6360
L,45_54,female,hispanic,Graduate Degree,9761
I,18_24,male,asian,Some College,8353
K,35_44,male,hispanic,Bachelor Degree,10523
D,75_84,female,white,Some College,336189
B,45_54,female,black,Some College,99361
J,85_120,male,white,Graduate Degree,15985
K,45_54,female,asian,Bachelor Degree,31143
C,25_34,male,asian,HS Diploma,18319
H,85_120,male,islander,Some College,11
D,18_24,male,white,Bachelor Degree,44546
F,55_64,female,hispanic,Bachelor Degree,23758
I,18_24,male,asian,Graduate Degree,1855
K,55_64,male,black,HS Diploma,4655
D,55_64,male,hispanic,< Than HS Diploma,174418
D,45_54,male,hispanic,Bachelor Degree,9585
C,55_64,female,asian,HS Diploma,12690
B,25_34,male,islander,Graduate Degree,103
J,85_120,male,islander,Some College,7
G,55_64,female,white,< Than HS Diploma,33081
D,65_74,female,asian,Graduate Degree,4488
I,45_54,male,black,< Than HS Diploma,2275
I,85_120,male,asian,Some College,579
K,45_54,female,black,< Than HS Diploma,598
F,85_120,male,hispanic,Bachelor Degree,997
I,55_64,female,black,Some College,7993
J,65_74,male,islander,HS Diploma,18
C,65_74,female,hispanic,Graduate Degree,4193
L,85_120,male,white,Graduate Degree,37875
L,75_84,male,asian,Some College,2006
J,18_24,female,black,< Than HS Diploma,2024
D,65_74,female,asian,Bachelor Degree,15387
B,55_64,female,asian,HS Diploma,12784
G,25_34,female,black,< Than HS Diploma,16249
A,18_24,male,asian,< Than HS Diploma,1703
A,18_24,female,asian,Some College,15519
H,25_34,male,islander,Bachelor Degree,229
U,35_44,female,white,HS Diploma,2
L,65_74,male,black,Some College,2383
G,45_54,male,islander,HS Diploma,187
K,35_44,female,black,< Than HS Diploma,499
G,65_74,female,islander,Bachelor Degree,99
A,55_64,female,black,Bachelor Degree,37308
F,18_24,female,white,Graduate Degree,45956
H,55_64,female,asian,< Than HS Diploma,1010
J,55_64,male,black,Bachelor Degree,11079
H,85_120,female,black,Bachelor Degree,1250
A,35_44,male,islander,Bachelor Degree,70
F,35_44,male,white,Graduate Degree,175483
I,18_24,female,asian,Graduate Degree,1630
J,85_120,female,black,Bachelor Degree,942
E,35_44,male,islander,< Than HS Diploma,73
F,85_120,male,islander,< Than HS Diploma,9
U,65_74,female,white,< Than HS Diploma,2
D,55_64,male,white,Some College,359410
E,45_54,female,black,Some College,142402
G,45_54,female,black,Graduate Degree,14511
E,25_34,male,asian,Some College,85345
B,55_64,male,black,Some College,29515
L,18_24,male,hispanic,Bachelor Degree,1032
